0.905727	0.803557	0.656870	0.637840	0.547171	0.793523	0.515895	0.514368	0.496304	0.441681	0.439677	0.437668	0.428137	0.419392	0.411442	0.394655	0.388329	0.388188	0.372087	0.372053	0.371832	0.370787	0.368778	0.359849	0.358759	0.354132	0.347856	0.336965	0.332666	0.327930	0.305844	0.302766	0.274188	0.267637	0.256884	0.245862	0.236578	0.235945	0.231170	0.226534	0.215747	1.767205	0.202891	0.194985	0.193582	0.192850	0.191616	0.191350	0.188004	0.185132	0.182031	0.179365	-0.096847	0.151736	0.147522	0.141880	0.139097	0.138856	0.135708	-0.639587	0.129649	0.126578	0.121641	0.119877	0.108701	0.107161	0.098994	0.096993	0.093990	0.086564	0.084295	0.081020	0.078442	0.074601	0.074003	0.069446	0.063261	0.061864	0.061763	0.058540	0.057404	0.053295	0.052660	0.040887	0.039681	0.039065	0.037350	0.027924	0.025979	0.025798	0.023008	0.019332	0.011294	0.010104	0.010020	0.006024	-0.627689	0.003780	0.002867	0.001313	
1.298410	1.153779	0.724875	0.705744	0.702426	0.658183	0.327754	0.595712	0.581348	0.569127	0.520561	0.504169	0.502950	0.459831	0.428843	0.424997	0.415453	0.397089	0.368574	0.348668	0.342382	0.332552	0.322350	0.322215	0.310544	0.299518	0.292589	0.259720	0.259224	0.250260	0.239199	0.225868	0.219662	0.206646	0.204547	0.199368	0.197191	0.195330	0.195131	0.192139	0.786929	0.187785	0.183188	0.180030	0.175391	0.174359	0.160620	0.155429	-0.487854	0.142884	0.134469	0.131106	0.122729	0.117970	0.114212	0.113388	0.106328	0.105806	0.105470	0.103011	0.101886	0.097147	0.095267	0.092238	0.090163	0.080750	0.074643	0.069885	0.066937	0.065779	0.064417	0.061025	0.057584	0.057345	0.053428	0.147040	0.052560	0.052469	0.052396	0.051485	0.050961	0.049160	0.045081	0.044782	0.042678	0.035626	0.042266	0.020771	0.020054	0.019600	0.018198	0.011334	0.010253	0.009708	0.009260	0.008301	0.006166	0.004792	0.002262	0.000282	
1.217257	1.213324	1.108392	1.080508	2.158521	0.860898	-0.152274	0.757900	0.746467	0.693867	0.660388	0.654609	0.648999	0.622119	0.618754	0.599051	0.533537	0.523059	0.521636	0.502249	0.499262	0.496328	0.414394	0.401501	0.392185	0.386501	-1.303068	0.361743	0.350076	0.344758	0.342327	0.339020	1.830260	0.313119	0.305509	0.290489	0.277574	0.271716	0.266336	0.264980	0.261778	0.249115	0.239665	0.239430	0.228184	0.225737	0.914131	0.219567	0.212302	0.205557	0.204284	0.202447	0.195982	0.195750	0.193815	0.186292	0.179386	0.178422	0.178298	0.169845	0.144959	0.143787	0.627472	0.142178	0.627228	-0.425608	0.136319	0.122123	0.119534	0.111697	0.109395	0.543600	0.086285	0.081701	0.079144	0.077286	0.072261	0.065652	0.062766	0.062019	0.061220	0.049680	0.048812	0.044745	0.036248	0.033379	0.029541	1.522989	0.026021	0.024636	0.022681	0.022540	0.018227	-0.937756	0.014648	0.014351	0.014267	0.011151	0.010505	0.010190	
1.609574	1.247980	1.142815	1.060273	1.059681	1.048702	0.070046	0.986633	0.956295	0.931824	0.868803	0.853199	0.807270	0.778270	0.754942	0.655618	0.629722	0.622277	0.583160	0.575724	0.532281	0.525660	0.518234	0.508954	0.498462	0.486436	0.469055	0.467969	0.462157	0.457675	0.451146	0.404056	0.224657	0.388401	0.386543	0.373118	0.366448	0.336113	0.335445	0.320585	0.303617	0.294451	0.292621	0.284299	0.277676	0.275757	0.253622	0.253283	0.247113	0.244464	0.242207	0.240689	0.231916	-0.228662	0.229404	0.224168	1.313140	0.212611	0.200373	0.199024	0.191719	0.191525	0.186712	0.162799	0.162709	0.161340	0.156352	0.150290	0.149879	0.148067	0.147222	0.138219	0.133984	0.133438	0.129531	0.127213	-0.736222	0.123670	0.115885	0.113052	0.107964	0.102125	0.100518	0.098845	0.088822	0.078994	0.073959	0.067956	0.063060	0.053854	0.051858	0.050061	0.047154	0.039446	0.035297	0.034591	0.031019	0.017109	0.016759	0.001690	
1.521060	1.337175	0.507223	1.034255	-0.765614	0.980493	0.942537	0.923795	0.915594	0.893316	0.846767	0.800824	0.762302	0.753505	0.711256	0.699732	0.668155	0.659990	0.655165	0.648797	0.642746	0.629572	0.612352	0.600467	0.583443	0.581066	0.573101	0.533218	0.516229	0.502790	0.501354	0.473086	0.472399	0.457616	0.437154	0.431649	0.366102	0.352320	1.137095	0.332180	0.331478	0.314680	0.308507	0.288878	0.280494	0.278641	0.274100	0.261924	0.251855	0.239385	0.236648	0.227116	0.224284	0.219131	0.217016	-0.664471	0.180936	0.179378	0.177167	0.175773	0.167888	0.159534	0.159480	0.147061	0.143816	0.142251	0.140753	0.136239	0.135658	0.131002	0.099930	0.098759	0.098194	0.093060	0.091471	0.091046	-0.678207	0.084375	0.079284	0.078467	1.356607	0.071331	1.087404	0.069535	0.065016	0.056570	0.054330	0.052364	0.049483	0.046285	0.041942	0.037247	0.032421	0.030081	0.026747	0.025461	0.021712	0.010076	0.008662	0.002814	
2.346366	1.949850	1.768630	1.725029	1.174791	1.067280	1.062853	1.058817	1.055489	1.036555	1.001838	0.879568	0.878989	0.872346	0.872270	0.738621	0.721381	0.647850	0.112783	0.554553	0.505904	0.475328	0.467774	0.446896	0.426968	0.416979	0.397670	0.382449	0.362572	0.362441	0.358762	0.356609	0.337538	0.324656	0.321298	0.315897	0.313135	0.298381	0.293948	0.292880	0.289146	0.283837	0.278802	0.263588	0.260941	0.256616	0.235097	0.225105	0.223208	0.219427	0.215270	0.205507	0.205424	0.196403	0.183254	0.163286	0.160801	0.156899	0.155894	0.153889	0.150420	0.148788	0.145151	-0.243560	0.139966	-1.081978	0.137791	0.133561	0.132281	-1.020376	0.116618	0.114688	0.108735	0.102615	0.101657	0.093324	0.092326	0.086043	0.083697	-0.209345	0.069013	0.063196	0.061512	0.050472	0.050126	0.047092	0.042443	0.040656	0.039374	0.033513	0.031325	0.027955	0.026764	0.026638	0.018151	0.012868	0.011655	0.008603	0.008063	0.007740	
1.974366	1.287421	1.262875	1.219506	1.185953	1.144576	1.135589	1.094214	1.048984	1.028455	0.951353	0.950136	0.899452	0.892956	0.877471	0.847173	0.801117	0.784503	0.773884	0.755099	0.754012	0.748445	0.744950	0.731276	0.717770	0.704560	0.698579	0.679520	0.600017	0.592245	0.556609	0.515866	0.495634	0.482984	0.482794	0.478020	0.462304	0.436178	0.432578	0.422262	0.410361	0.398163	0.389728	0.381893	0.365643	0.363416	0.351234	-1.108852	0.342997	0.342510	0.341029	0.649319	0.327987	0.324565	0.304073	0.303480	0.300910	0.297858	0.268169	0.267607	0.258146	0.243412	0.241954	0.240794	0.240409	0.229436	0.225038	0.203112	0.199244	0.192534	0.182815	0.182317	0.181645	0.151520	0.151140	0.142959	0.133440	0.124310	0.123844	0.117742	0.117096	0.103166	0.097854	0.090554	0.087169	0.083080	0.077374	0.073841	0.072327	0.065405	0.061807	0.060802	0.059565	0.059154	0.028052	0.015310	0.014567	0.013309	0.011756	0.006917	
1.627588	1.248162	1.163353	1.068228	1.060161	1.041856	0.951551	0.810470	0.715872	0.699963	0.658748	0.642404	0.638355	0.634835	0.607205	2.001614	0.590875	0.572897	0.569385	0.563297	0.561883	0.559282	0.534325	0.533056	0.531349	0.529461	0.523768	0.502677	0.490102	0.490099	0.988687	0.460158	0.454638	0.453728	0.404748	0.479694	0.382090	0.374222	0.357372	0.314581	0.311390	0.284237	0.267798	0.266488	0.266380	0.256956	0.256401	0.245294	0.241443	0.240598	0.212719	0.209854	0.195192	0.198864	0.189922	0.188444	0.186280	0.178572	0.156903	0.155147	0.152293	0.148155	0.147755	0.139209	0.133477	0.117454	0.102914	0.100023	0.094136	0.087446	0.084080	0.083185	0.083070	0.081029	0.077360	0.076330	0.065153	0.059560	0.052756	0.050390	0.048801	0.047225	0.042971	0.042880	0.040099	0.035926	0.032939	0.030833	0.029458	0.024225	0.021083	0.018810	-0.254125	0.015833	0.010331	0.010108	0.008223	0.007715	0.006694	0.002844	
3.539030	2.433379	2.264408	1.725455	1.624168	1.579144	1.431882	1.312680	1.311312	1.161348	1.081078	1.037142	0.922730	0.895856	0.843483	0.809302	0.777166	0.771869	0.719739	0.716598	0.706311	0.705241	0.681825	0.676478	0.623312	0.619669	0.592427	0.570443	0.398152	0.549952	0.504714	0.500547	0.498615	0.470480	0.465198	0.464348	0.464090	0.462442	0.438345	0.438015	0.437008	0.435961	0.400988	0.397901	0.390078	0.388321	0.386955	0.386676	0.382556	0.371679	0.369890	0.362987	0.356594	0.355585	0.344542	0.336346	0.328079	0.328068	0.323265	0.320909	0.292398	0.273178	0.271506	0.265606	0.260531	0.256780	0.236704	0.236683	0.216392	0.210804	0.210479	0.206686	0.201346	0.186677	0.176201	0.175593	0.170588	0.169206	0.168078	0.162118	0.159870	0.151781	0.147522	0.142163	0.136126	0.112005	0.099710	0.097835	0.094791	0.093883	0.079061	0.078331	0.071012	0.069047	0.061892	0.061156	0.040430	0.026213	0.018442	0.000035	
1.770175	1.738825	1.492435	1.258451	1.240285	1.187606	1.018924	1.001960	0.994427	0.991038	0.984275	0.916880	0.830865	0.773486	0.767580	2.062211	0.721411	0.702034	0.701259	0.676927	0.664850	0.632643	0.629124	0.618600	0.574978	0.569178	0.517685	1.622647	0.487006	0.474620	0.463078	0.461842	0.441420	0.430336	0.422240	0.408752	1.595875	0.395965	0.393770	0.390635	1.600523	0.386762	0.373132	0.366618	0.351580	0.345974	0.345162	0.336652	0.335759	0.334338	0.332002	0.330277	0.329494	0.314965	0.314687	0.301778	0.914466	0.286990	0.253182	0.250704	0.250118	0.241954	0.237303	0.217628	1.201208	1.396942	0.180798	0.180776	0.174340	0.172974	0.172700	0.171415	0.160435	0.155064	0.154025	0.149781	0.140262	0.138321	0.130939	0.124607	0.118615	0.118447	0.114057	0.113910	0.112294	0.100411	0.092240	0.090197	0.086069	0.084654	0.069184	0.063753	0.057109	0.052995	0.044632	0.032427	0.022970	0.018929	0.012794	0.009667	
